benchmark,topology,task_id,run,outcome,vote_options,vote_total,entropy_bits,normalized_entropy,max_vote_share,single_option
finance_agent,group_chat_debate,5,run_0,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,5,run_1,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,5,run_2,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,6,run_0,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,6,run_1,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,6,run_2,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,7,run_0,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,7,run_1,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,7,run_2,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,8,run_0,success,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,8,run_1,success,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,8,run_2,success,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,9,run_0,fail,1,2,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,9,run_1,fail,1,1,-0.0,0.0,1.0,1
finance_agent,group_chat_debate,9,run_2,fail,1,2,-0.0,0.0,1.0,1
finance_agent,only_voting,0,run_0,fail,1,3,-0.0,0.0,1.0,1
finance_agent,only_voting,0,run_1,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
finance_agent,only_voting,0,run_2,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
finance_agent,only_voting,1,run_0,fail,2,2,1.0,1.0,0.5,0
finance_agent,only_voting,1,run_1,fail,1,3,-0.0,0.0,1.0,1
finance_agent,only_voting,1,run_2,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
finance_agent,only_voting,10,run_0,fail,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,10,run_1,fail,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,10,run_2,fail,2,2,1.0,1.0,0.5,0
finance_agent,only_voting,11,run_0,fail,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,11,run_1,fail,1,4,-0.0,0.0,1.0,1
finance_agent,only_voting,11,run_2,fail,1,3,-0.0,0.0,1.0,1
finance_agent,only_voting,12,run_0,fail,1,2,-0.0,0.0,1.0,1
finance_agent,only_voting,12,run_1,fail,2,4,0.8112781244591328,0.8112781244591328,0.75,0
finance_agent,only_voting,12,run_2,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
finance_agent,only_voting,13,run_0,fail,2,4,0.8112781244591328,0.8112781244591328,0.75,0
finance_agent,only_voting,13,run_1,fail,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,13,run_2,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
finance_agent,only_voting,14,run_0,fail,1,3,-0.0,0.0,1.0,1
finance_agent,only_voting,14,run_1,fail,2,2,1.0,1.0,0.5,0
finance_agent,only_voting,14,run_2,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
finance_agent,only_voting,15,run_0,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
finance_agent,only_voting,15,run_1,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
finance_agent,only_voting,15,run_2,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
finance_agent,only_voting,16,run_0,fail,1,2,-0.0,0.0,1.0,1
finance_agent,only_voting,16,run_1,fail,2,2,1.0,1.0,0.5,0
finance_agent,only_voting,16,run_2,fail,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,17,run_0,fail,3,4,1.5,0.9463946303571861,0.5,0
finance_agent,only_voting,17,run_1,fail,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,17,run_2,fail,2,2,1.0,1.0,0.5,0
finance_agent,only_voting,18,run_0,fail,3,3,1.584962500721156,0.9999999999999999,0.3333333333333333,0
finance_agent,only_voting,18,run_1,fail,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,18,run_2,fail,1,2,-0.0,0.0,1.0,1
finance_agent,only_voting,19,run_0,fail,1,3,-0.0,0.0,1.0,1
finance_agent,only_voting,19,run_1,fail,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,19,run_2,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
finance_agent,only_voting,2,run_0,fail,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,2,run_1,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
finance_agent,only_voting,2,run_2,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
finance_agent,only_voting,20,run_0,success,3,4,1.5,0.9463946303571861,0.5,0
finance_agent,only_voting,20,run_1,success,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,20,run_2,success,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,21,run_0,fail,1,2,-0.0,0.0,1.0,1
finance_agent,only_voting,21,run_1,fail,2,2,1.0,1.0,0.5,0
finance_agent,only_voting,21,run_2,fail,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,22,run_0,fail,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,22,run_1,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
finance_agent,only_voting,22,run_2,fail,1,3,-0.0,0.0,1.0,1
finance_agent,only_voting,23,run_0,fail,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,23,run_1,fail,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,23,run_2,fail,2,2,1.0,1.0,0.5,0
finance_agent,only_voting,24,run_0,fail,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,24,run_1,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
finance_agent,only_voting,24,run_2,fail,4,4,2.0,1.0,0.25,0
finance_agent,only_voting,25,run_0,fail,1,2,-0.0,0.0,1.0,1
finance_agent,only_voting,25,run_1,fail,2,2,1.0,1.0,0.5,0
finance_agent,only_voting,25,run_2,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
finance_agent,only_voting,26,run_0,fail,2,2,1.0,1.0,0.5,0
finance_agent,only_voting,26,run_1,fail,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,26,run_2,fail,2,4,0.8112781244591328,0.8112781244591328,0.75,0
finance_agent,only_voting,27,run_0,fail,2,4,0.8112781244591328,0.8112781244591328,0.75,0
finance_agent,only_voting,27,run_1,fail,1,3,-0.0,0.0,1.0,1
finance_agent,only_voting,27,run_2,fail,1,3,-0.0,0.0,1.0,1
finance_agent,only_voting,28,run_0,fail,1,2,-0.0,0.0,1.0,1
finance_agent,only_voting,28,run_1,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
finance_agent,only_voting,28,run_2,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
finance_agent,only_voting,29,run_0,fail,3,3,1.584962500721156,0.9999999999999999,0.3333333333333333,0
finance_agent,only_voting,29,run_1,fail,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,29,run_2,fail,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,3,run_0,fail,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,3,run_1,fail,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,3,run_2,fail,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,4,run_0,fail,2,2,1.0,1.0,0.5,0
finance_agent,only_voting,4,run_1,fail,2,2,1.0,1.0,0.5,0
finance_agent,only_voting,4,run_2,fail,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,5,run_0,fail,1,2,-0.0,0.0,1.0,1
finance_agent,only_voting,5,run_1,fail,1,2,-0.0,0.0,1.0,1
finance_agent,only_voting,5,run_2,fail,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,6,run_0,fail,3,3,1.584962500721156,0.9999999999999999,0.3333333333333333,0
finance_agent,only_voting,6,run_1,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
finance_agent,only_voting,6,run_2,fail,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,7,run_0,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
finance_agent,only_voting,7,run_1,fail,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,7,run_2,fail,3,3,1.584962500721156,0.9999999999999999,0.3333333333333333,0
finance_agent,only_voting,8,run_0,success,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
finance_agent,only_voting,8,run_1,success,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,8,run_2,fail,1,3,-0.0,0.0,1.0,1
finance_agent,only_voting,9,run_0,fail,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,9,run_1,fail,1,1,-0.0,0.0,1.0,1
finance_agent,only_voting,9,run_2,fail,2,4,0.8112781244591328,0.8112781244591328,0.75,0
plancraft,fully_linked_debate,VAL0001,run_0,fail,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0001,run_1,success,2,4,0.8112781244591328,0.8112781244591328,0.75,0
plancraft,fully_linked_debate,VAL0001,run_2,fail,1,3,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0015,run_0,fail,2,4,0.8112781244591328,0.8112781244591328,0.75,0
plancraft,fully_linked_debate,VAL0015,run_1,fail,1,3,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0015,run_2,success,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0049,run_0,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
plancraft,fully_linked_debate,VAL0049,run_1,success,1,1,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0049,run_2,fail,1,3,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0051,run_0,fail,2,4,0.8112781244591328,0.8112781244591328,0.75,0
plancraft,fully_linked_debate,VAL0051,run_1,fail,1,2,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0051,run_2,fail,1,2,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0095,run_0,success,1,1,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0095,run_1,success,1,3,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0095,run_2,success,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0103,run_0,success,1,3,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0103,run_1,fail,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0103,run_2,fail,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0132,run_0,fail,2,4,0.8112781244591328,0.8112781244591328,0.75,0
plancraft,fully_linked_debate,VAL0132,run_1,success,2,4,1.0,1.0,0.5,0
plancraft,fully_linked_debate,VAL0132,run_2,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
plancraft,fully_linked_debate,VAL0143,run_0,success,1,3,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0143,run_1,fail,2,4,0.8112781244591328,0.8112781244591328,0.75,0
plancraft,fully_linked_debate,VAL0143,run_2,fail,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0146,run_0,fail,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
plancraft,fully_linked_debate,VAL0146,run_1,fail,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0146,run_2,fail,1,1,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0155,run_0,success,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
plancraft,fully_linked_debate,VAL0155,run_1,fail,1,3,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0155,run_2,fail,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0163,run_0,success,2,4,0.8112781244591328,0.8112781244591328,0.75,0
plancraft,fully_linked_debate,VAL0163,run_1,success,2,4,1.0,1.0,0.5,0
plancraft,fully_linked_debate,VAL0163,run_2,fail,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0168,run_0,success,1,2,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0168,run_1,fail,1,2,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0168,run_2,fail,1,3,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0187,run_0,fail,2,4,0.8112781244591328,0.8112781244591328,0.75,0
plancraft,fully_linked_debate,VAL0187,run_1,fail,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0187,run_2,fail,1,1,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0211,run_0,fail,1,3,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0211,run_1,fail,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0211,run_2,fail,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0214,run_0,fail,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0214,run_1,fail,1,2,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0214,run_2,fail,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0229,run_0,fail,1,3,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0229,run_1,fail,1,2,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0229,run_2,success,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
plancraft,fully_linked_debate,VAL0239,run_0,success,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0239,run_1,fail,1,2,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0239,run_2,fail,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0274,run_0,success,2,4,1.0,1.0,0.5,0
plancraft,fully_linked_debate,VAL0274,run_1,success,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0274,run_2,success,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0338,run_0,fail,1,1,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0338,run_1,fail,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0338,run_2,fail,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0346,run_0,fail,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0346,run_1,fail,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0346,run_2,fail,2,2,1.0,1.0,0.5,0
plancraft,fully_linked_debate,VAL0381,run_0,success,1,3,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0381,run_1,success,1,3,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0381,run_2,success,1,2,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0403,run_0,success,1,3,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0403,run_1,success,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0403,run_2,success,1,3,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0418,run_0,fail,2,2,1.0,1.0,0.5,0
plancraft,fully_linked_debate,VAL0418,run_1,fail,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0418,run_2,success,1,3,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0448,run_0,success,3,4,1.5,0.9463946303571861,0.5,0
plancraft,fully_linked_debate,VAL0448,run_1,success,1,1,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0448,run_2,success,1,3,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0451,run_0,success,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0451,run_1,fail,2,4,1.0,1.0,0.5,0
plancraft,fully_linked_debate,VAL0451,run_2,success,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0461,run_0,fail,1,1,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0461,run_1,fail,1,1,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0461,run_2,fail,1,1,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0485,run_0,fail,1,3,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0485,run_1,fail,1,3,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0485,run_2,fail,4,4,2.0,1.0,0.25,0
plancraft,fully_linked_debate,VAL0491,run_0,success,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0491,run_1,success,1,3,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0491,run_2,success,2,4,0.8112781244591328,0.8112781244591328,0.75,0
plancraft,fully_linked_debate,VAL0532,run_0,fail,1,3,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0532,run_1,fail,1,4,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0532,run_2,fail,1,1,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0596,run_0,fail,2,2,1.0,1.0,0.5,0
plancraft,fully_linked_debate,VAL0596,run_1,fail,1,3,-0.0,0.0,1.0,1
plancraft,fully_linked_debate,VAL0596,run_2,fail,1,1,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0001,run_0,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0001,run_1,success,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0001,run_2,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0015,run_0,fail,1,1,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0015,run_1,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0015,run_2,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0049,run_0,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0049,run_1,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0049,run_2,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0051,run_0,fail,1,1,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0051,run_1,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0051,run_2,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0095,run_0,success,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0095,run_1,fail,1,1,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0095,run_2,success,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0103,run_0,success,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0103,run_1,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0103,run_2,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0132,run_0,fail,1,1,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0132,run_1,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0132,run_2,success,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0143,run_0,fail,1,1,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0143,run_1,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0143,run_2,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0146,run_0,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0146,run_1,fail,1,1,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0146,run_2,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0155,run_0,fail,1,1,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0155,run_1,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0155,run_2,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0163,run_0,success,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0163,run_1,success,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0163,run_2,success,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0168,run_0,success,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0168,run_1,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0168,run_2,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0187,run_0,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0187,run_1,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0187,run_2,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0211,run_0,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0211,run_1,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0211,run_2,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0214,run_0,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0214,run_1,fail,2,2,1.0,1.0,0.5,0
plancraft,group_chat_debate,VAL0214,run_2,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0229,run_0,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0229,run_1,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0229,run_2,success,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0239,run_0,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0239,run_1,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0239,run_2,fail,1,1,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0274,run_0,fail,1,1,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0274,run_1,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0274,run_2,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0338,run_0,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0338,run_1,fail,1,1,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0338,run_2,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0346,run_0,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0346,run_1,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0346,run_2,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0381,run_0,success,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0381,run_1,success,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0381,run_2,success,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0403,run_0,fail,1,1,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0403,run_1,success,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0403,run_2,fail,2,2,1.0,1.0,0.5,0
plancraft,group_chat_debate,VAL0418,run_0,success,1,1,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0418,run_1,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0418,run_2,fail,1,1,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0448,run_0,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0448,run_1,success,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0448,run_2,success,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0451,run_0,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0451,run_1,success,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0451,run_2,fail,1,1,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0461,run_0,fail,2,2,1.0,1.0,0.5,0
plancraft,group_chat_debate,VAL0461,run_1,fail,1,1,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0461,run_2,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0485,run_0,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0485,run_1,fail,1,1,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0485,run_2,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0491,run_0,fail,1,1,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0491,run_1,success,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0491,run_2,success,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0532,run_0,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0532,run_1,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0532,run_2,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0596,run_0,fail,2,2,1.0,1.0,0.5,0
plancraft,group_chat_debate,VAL0596,run_1,fail,1,2,-0.0,0.0,1.0,1
plancraft,group_chat_debate,VAL0596,run_2,fail,1,2,-0.0,0.0,1.0,1
plancraft,only_voting,VAL0001,run_0,success,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
plancraft,only_voting,VAL0001,run_1,fail,1,1,-0.0,0.0,1.0,1
plancraft,only_voting,VAL0001,run_2,fail,1,2,-0.0,0.0,1.0,1
plancraft,only_voting,VAL0015,run_0,success,1,3,-0.0,0.0,1.0,1
plancraft,only_voting,VAL0015,run_1,success,1,3,-0.0,0.0,1.0,1
plancraft,only_voting,VAL0015,run_2,success,3,3,1.584962500721156,0.9999999999999999,0.3333333333333333,0
plancraft,only_voting,VAL0049,run_0,fail,1,2,-0.0,0.0,1.0,1
plancraft,only_voting,VAL0049,run_1,fail,1,1,-0.0,0.0,1.0,1
plancraft,only_voting,VAL0049,run_2,fail,1,3,-0.0,0.0,1.0,1
plancraft,only_voting,VAL0051,run_0,fail,1,1,-0.0,0.0,1.0,1
plancraft,only_voting,VAL0051,run_1,fail,1,1,-0.0,0.0,1.0,1
plancraft,only_voting,VAL0051,run_2,fail,1,1,-0.0,0.0,1.0,1
plancraft,only_voting,VAL0095,run_0,success,1,1,-0.0,0.0,1.0,1
plancraft,only_voting,VAL0095,run_1,success,1,2,-0.0,0.0,1.0,1
plancraft,only_voting,VAL0095,run_2,success,2,3,0.9182958340544896,0.9182958340544896,0.6666666666666666,0
plancraft,only_voting,VAL0103,run_0,fail,2,4,1.0,1.0,0.5,0
plancraft,only_voting,VAL0103,run_1,fail,1,3,-0.0,0.0,1.0,1
plancraft,only_voting,VAL0103,run_2,fail,1,2,-0.0,0.0,1.0,1
plancraft,only_voting,VAL0132,run_0,fail,2,2,1.0,1.0,0.5,0
plancraft,only_voting,VAL0132,run_1,success,1,3,-0.0,0.0,1.0,1
plancraft,only_voting,VAL0132,run_2,success,2,4,0.8112781244591328,0.8112781244591328,0.75,0
plancraft,only_voting,VAL0143,run_0,success,1,4,-0.0,0.0,1.0,1
plancraft,only_voting,VAL0143,run_1,fail,1,1,-0.0,0.0,1.0,1
plancraft,only_voting,VAL0143,run_2,fail,4,4,2.0,1.0,0.25,0
plancraft,only_voting,VAL0146,run_0,fail,3,4,1.5,0.9463946303571861,0.5,0
plancraft,only_voting,VAL0146,run_1,fail,1,3,-0.0,0.0,1.0,1
