benchmark,topology,task_id,run,outcome,tool_results,max_adverse_streak,same_tool_repeats
stabletoolbench,orchestrator_tree_structure,33112,run_0,success,1,0,0
stabletoolbench,orchestrator_tree_structure,33112,run_1,success,3,0,1
stabletoolbench,orchestrator_tree_structure,33112,run_2,success,1,0,0
stabletoolbench,orchestrator_tree_structure,3510,run_0,success,12,2,4
stabletoolbench,orchestrator_tree_structure,3510,run_1,fail,13,3,5
stabletoolbench,orchestrator_tree_structure,3510,run_2,success,7,2,3
stabletoolbench,orchestrator_tree_structure,4505,run_0,fail,6,0,3
stabletoolbench,orchestrator_tree_structure,4505,run_1,success,2,0,1
stabletoolbench,orchestrator_tree_structure,4505,run_2,success,1,0,0
stabletoolbench,orchestrator_tree_structure,5116,run_0,fail,21,7,5
stabletoolbench,orchestrator_tree_structure,5116,run_1,success,12,2,2
stabletoolbench,orchestrator_tree_structure,5116,run_2,fail,13,3,5
stabletoolbench,orchestrator_tree_structure,7497,run_0,fail,7,7,3
stabletoolbench,orchestrator_tree_structure,7497,run_1,success,4,4,0
stabletoolbench,orchestrator_tree_structure,7497,run_2,fail,6,6,1
stabletoolbench,orchestrator_tree_structure,7658,run_0,fail,5,5,1
stabletoolbench,orchestrator_tree_structure,7658,run_1,fail,9,9,3
stabletoolbench,orchestrator_tree_structure,7658,run_2,success,4,4,2
stabletoolbench,orchestrator_tree_structure,8025,run_0,fail,0,0,0
stabletoolbench,orchestrator_tree_structure,8025,run_1,fail,1,1,0
stabletoolbench,orchestrator_tree_structure,8025,run_2,fail,0,0,0
stabletoolbench,orchestrator_tree_structure,9984,run_0,success,4,4,3
stabletoolbench,orchestrator_tree_structure,9984,run_1,success,2,2,1
stabletoolbench,orchestrator_tree_structure,9984,run_2,success,2,2,1
stabletoolbench,orchestrator_with_discussion,1073,run_0,success,8,0,3
stabletoolbench,orchestrator_with_discussion,1073,run_1,success,8,0,1
stabletoolbench,orchestrator_with_discussion,1073,run_2,success,6,0,0
stabletoolbench,orchestrator_with_discussion,12204,run_0,fail,14,4,8
stabletoolbench,orchestrator_with_discussion,12204,run_1,success,10,4,5
stabletoolbench,orchestrator_with_discussion,12204,run_2,fail,6,2,2
stabletoolbench,orchestrator_with_discussion,13095,run_0,success,7,0,4
stabletoolbench,orchestrator_with_discussion,13095,run_1,fail,5,1,3
stabletoolbench,orchestrator_with_discussion,13095,run_2,success,4,0,3
stabletoolbench,orchestrator_with_discussion,15511,run_0,success,4,0,2
stabletoolbench,orchestrator_with_discussion,15511,run_1,fail,3,0,2
stabletoolbench,orchestrator_with_discussion,15511,run_2,fail,4,0,0
stabletoolbench,orchestrator_with_discussion,1572,run_0,fail,7,7,0
stabletoolbench,orchestrator_with_discussion,1572,run_1,fail,4,4,1
stabletoolbench,orchestrator_with_discussion,1572,run_2,fail,7,7,2
stabletoolbench,orchestrator_with_discussion,16196,run_0,success,5,0,0
stabletoolbench,orchestrator_with_discussion,16196,run_1,success,3,0,2
stabletoolbench,orchestrator_with_discussion,16196,run_2,success,3,1,2
stabletoolbench,orchestrator_with_discussion,17223,run_0,success,9,3,4
stabletoolbench,orchestrator_with_discussion,17223,run_1,success,21,2,12
stabletoolbench,orchestrator_with_discussion,17223,run_2,fail,8,1,7
stabletoolbench,orchestrator_with_discussion,20704,run_0,success,15,0,7
stabletoolbench,orchestrator_with_discussion,20704,run_1,success,8,0,5
stabletoolbench,orchestrator_with_discussion,20704,run_2,fail,23,1,6
stabletoolbench,orchestrator_with_discussion,21596,run_0,fail,3,1,1
stabletoolbench,orchestrator_with_discussion,21596,run_1,fail,9,5,6
stabletoolbench,orchestrator_with_discussion,21596,run_2,success,4,1,1
stabletoolbench,orchestrator_with_discussion,22781,run_0,fail,24,24,11
stabletoolbench,orchestrator_with_discussion,22781,run_1,fail,14,9,10
stabletoolbench,orchestrator_with_discussion,22781,run_2,success,16,16,11
stabletoolbench,orchestrator_with_discussion,23163,run_0,fail,0,0,0
stabletoolbench,orchestrator_with_discussion,23163,run_1,fail,24,14,6
stabletoolbench,orchestrator_with_discussion,23163,run_2,fail,0,0,0
stabletoolbench,orchestrator_with_discussion,23248,run_0,success,3,0,2
stabletoolbench,orchestrator_with_discussion,23248,run_1,success,3,0,2
stabletoolbench,orchestrator_with_discussion,23248,run_2,fail,3,0,2
stabletoolbench,orchestrator_with_discussion,24810,run_0,success,18,9,12
stabletoolbench,orchestrator_with_discussion,24810,run_1,fail,32,8,10
stabletoolbench,orchestrator_with_discussion,24810,run_2,success,19,10,14
stabletoolbench,orchestrator_with_discussion,25052,run_0,success,15,2,14
stabletoolbench,orchestrator_with_discussion,25052,run_1,success,9,2,8
stabletoolbench,orchestrator_with_discussion,25052,run_2,fail,10,3,7
stabletoolbench,orchestrator_with_discussion,26063,run_0,fail,10,0,4
stabletoolbench,orchestrator_with_discussion,26063,run_1,success,10,0,6
stabletoolbench,orchestrator_with_discussion,26063,run_2,success,2,0,1
stabletoolbench,orchestrator_with_discussion,26752,run_0,success,5,0,3
stabletoolbench,orchestrator_with_discussion,26752,run_1,success,6,0,2
stabletoolbench,orchestrator_with_discussion,26752,run_2,success,5,0,2
stabletoolbench,orchestrator_with_discussion,26892,run_0,success,8,0,4
stabletoolbench,orchestrator_with_discussion,26892,run_1,success,3,1,1
stabletoolbench,orchestrator_with_discussion,26892,run_2,fail,3,0,1
stabletoolbench,orchestrator_with_discussion,31117,run_0,fail,20,20,15
stabletoolbench,orchestrator_with_discussion,31117,run_1,success,8,8,5
stabletoolbench,orchestrator_with_discussion,31117,run_2,success,16,16,13
stabletoolbench,orchestrator_with_discussion,31402,run_0,success,8,5,3
stabletoolbench,orchestrator_with_discussion,31402,run_1,fail,5,2,2
stabletoolbench,orchestrator_with_discussion,31402,run_2,success,6,6,1
stabletoolbench,orchestrator_with_discussion,32617,run_0,fail,6,0,3
stabletoolbench,orchestrator_with_discussion,32617,run_1,success,5,0,2
stabletoolbench,orchestrator_with_discussion,32617,run_2,success,10,2,5
stabletoolbench,orchestrator_with_discussion,32807,run_0,fail,4,4,3
stabletoolbench,orchestrator_with_discussion,32807,run_1,fail,6,6,3
stabletoolbench,orchestrator_with_discussion,32807,run_2,fail,8,8,6
stabletoolbench,orchestrator_with_discussion,3308,run_0,fail,7,1,6
stabletoolbench,orchestrator_with_discussion,3308,run_1,success,3,0,2
stabletoolbench,orchestrator_with_discussion,3308,run_2,success,4,1,3
stabletoolbench,orchestrator_with_discussion,33112,run_0,success,2,0,1
stabletoolbench,orchestrator_with_discussion,33112,run_1,success,1,0,0
stabletoolbench,orchestrator_with_discussion,33112,run_2,success,0,0,0
stabletoolbench,orchestrator_with_discussion,3510,run_0,fail,10,1,0
stabletoolbench,orchestrator_with_discussion,3510,run_1,success,9,4,5
stabletoolbench,orchestrator_with_discussion,3510,run_2,success,17,1,2
stabletoolbench,orchestrator_with_discussion,4505,run_0,fail,4,0,3
stabletoolbench,orchestrator_with_discussion,4505,run_1,success,5,0,4
stabletoolbench,orchestrator_with_discussion,4505,run_2,success,4,0,2
stabletoolbench,orchestrator_with_discussion,5116,run_0,fail,14,2,1
stabletoolbench,orchestrator_with_discussion,5116,run_1,success,9,2,2
stabletoolbench,orchestrator_with_discussion,5116,run_2,fail,21,5,6
stabletoolbench,orchestrator_with_discussion,7497,run_0,fail,9,9,3
stabletoolbench,orchestrator_with_discussion,7497,run_1,success,4,4,0
stabletoolbench,orchestrator_with_discussion,7497,run_2,fail,11,11,7
stabletoolbench,orchestrator_with_discussion,7658,run_0,fail,4,4,1
stabletoolbench,orchestrator_with_discussion,7658,run_1,fail,7,7,2
stabletoolbench,orchestrator_with_discussion,7658,run_2,fail,5,5,3
stabletoolbench,orchestrator_with_discussion,8025,run_0,fail,0,0,0
stabletoolbench,orchestrator_with_discussion,8025,run_1,fail,1,1,0
stabletoolbench,orchestrator_with_discussion,8025,run_2,fail,0,0,0
stabletoolbench,orchestrator_with_discussion,9984,run_0,success,3,3,2
stabletoolbench,orchestrator_with_discussion,9984,run_1,success,3,3,2
stabletoolbench,orchestrator_with_discussion,9984,run_2,success,4,4,3
stabletoolbench,sas,1073,run_0,success,2,0,0
stabletoolbench,sas,1073,run_1,success,3,0,0
stabletoolbench,sas,1073,run_2,success,2,0,0
stabletoolbench,sas,12204,run_0,fail,1,1,0
stabletoolbench,sas,12204,run_1,fail,2,1,0
stabletoolbench,sas,12204,run_2,fail,3,1,0
stabletoolbench,sas,13095,run_0,fail,1,0,0
stabletoolbench,sas,13095,run_1,success,1,0,0
stabletoolbench,sas,13095,run_2,fail,0,0,0
stabletoolbench,sas,15511,run_0,success,2,0,0
stabletoolbench,sas,15511,run_1,success,2,0,0
stabletoolbench,sas,15511,run_2,success,2,0,0
stabletoolbench,sas,1572,run_0,fail,1,1,0
stabletoolbench,sas,1572,run_1,fail,1,1,0
stabletoolbench,sas,1572,run_2,success,0,0,0
stabletoolbench,sas,16196,run_0,success,1,0,0
stabletoolbench,sas,16196,run_1,success,1,0,0
stabletoolbench,sas,16196,run_2,success,1,0,0
stabletoolbench,sas,17223,run_0,success,2,0,0
stabletoolbench,sas,17223,run_1,fail,3,0,0
stabletoolbench,sas,17223,run_2,fail,3,0,0
stabletoolbench,sas,20704,run_0,fail,4,1,1
stabletoolbench,sas,20704,run_1,fail,3,0,0
stabletoolbench,sas,20704,run_2,fail,3,0,0
stabletoolbench,sas,21596,run_0,fail,1,0,0
stabletoolbench,sas,21596,run_1,fail,2,1,0
stabletoolbench,sas,21596,run_2,fail,1,0,0
stabletoolbench,sas,22781,run_0,fail,3,3,2
stabletoolbench,sas,22781,run_1,fail,2,2,1
stabletoolbench,sas,22781,run_2,success,6,6,2
stabletoolbench,sas,23163,run_0,fail,2,0,0
stabletoolbench,sas,23163,run_1,fail,6,6,0
stabletoolbench,sas,23163,run_2,fail,1,1,0
stabletoolbench,sas,23248,run_0,fail,1,0,0
stabletoolbench,sas,23248,run_1,success,1,0,0
stabletoolbench,sas,23248,run_2,fail,1,0,0
stabletoolbench,sas,24810,run_0,fail,3,1,0
stabletoolbench,sas,24810,run_1,success,6,2,1
stabletoolbench,sas,24810,run_2,fail,1,0,0
stabletoolbench,sas,25052,run_0,success,1,0,0
stabletoolbench,sas,25052,run_1,fail,1,0,0
stabletoolbench,sas,25052,run_2,success,1,0,0
stabletoolbench,sas,26063,run_0,fail,2,0,0
stabletoolbench,sas,26063,run_1,fail,3,0,0
stabletoolbench,sas,26063,run_2,fail,2,0,0
stabletoolbench,sas,26752,run_0,fail,1,0,0
stabletoolbench,sas,26752,run_1,fail,1,0,0
stabletoolbench,sas,26752,run_2,fail,1,0,0
stabletoolbench,sas,26892,run_0,fail,1,0,0
stabletoolbench,sas,26892,run_1,fail,0,0,0
stabletoolbench,sas,26892,run_2,fail,2,0,0
stabletoolbench,sas,31117,run_0,fail,1,1,0
stabletoolbench,sas,31117,run_1,fail,3,3,2
stabletoolbench,sas,31117,run_2,fail,1,1,0
stabletoolbench,sas,31402,run_0,fail,2,1,0
stabletoolbench,sas,31402,run_1,success,3,2,0
stabletoolbench,sas,31402,run_2,success,3,2,0
stabletoolbench,sas,32617,run_0,fail,1,0,0
stabletoolbench,sas,32617,run_1,fail,1,0,0
stabletoolbench,sas,32617,run_2,success,1,0,0
stabletoolbench,sas,32807,run_0,success,3,3,0
stabletoolbench,sas,32807,run_1,fail,1,1,0
stabletoolbench,sas,32807,run_2,success,3,3,2
stabletoolbench,sas,3308,run_0,fail,2,0,0
stabletoolbench,sas,3308,run_1,success,1,0,0
stabletoolbench,sas,3308,run_2,success,1,0,0
stabletoolbench,sas,33112,run_0,success,2,0,0
stabletoolbench,sas,33112,run_1,fail,1,0,0
stabletoolbench,sas,33112,run_2,fail,1,0,0
stabletoolbench,sas,3510,run_0,fail,1,0,0
stabletoolbench,sas,3510,run_1,success,5,0,0
stabletoolbench,sas,3510,run_2,success,6,1,0
stabletoolbench,sas,4505,run_0,fail,1,0,0
stabletoolbench,sas,4505,run_1,fail,1,0,0
stabletoolbench,sas,4505,run_2,fail,1,0,0
stabletoolbench,sas,5116,run_0,fail,0,0,0
stabletoolbench,sas,5116,run_1,fail,7,2,1
stabletoolbench,sas,5116,run_2,fail,1,1,0
stabletoolbench,sas,7497,run_0,fail,1,1,0
stabletoolbench,sas,7497,run_1,fail,1,1,0
stabletoolbench,sas,7497,run_2,fail,0,0,0
stabletoolbench,sas,7658,run_0,success,2,2,0
stabletoolbench,sas,7658,run_1,fail,3,3,0
stabletoolbench,sas,7658,run_2,fail,1,1,0
stabletoolbench,sas,8025,run_0,fail,0,0,0
stabletoolbench,sas,8025,run_1,fail,0,0,0
stabletoolbench,sas,8025,run_2,fail,0,0,0
stabletoolbench,sas,9984,run_0,success,1,1,0
stabletoolbench,sas,9984,run_1,fail,1,1,0
stabletoolbench,sas,9984,run_2,success,1,1,0
